question,bloom_level,source, language
Multimedia is shifting from being localized (contained on a CD-ROM) to being distributed (available on the World Wide Web). Give FIVE (5) implications on this.,Remember,figshare_exam_questions,en
"Municipal bonds are securities issued by local, county and state government. Identify THREE (3) types of Municipal Bonds that available in the market.",Remember,figshare_exam_questions,en
Name 5 steps that follow the taking of notes (within 24 hours or less)?,Remember,figshare_exam_questions,en
Name FIVE vital plant processes that herbicides target.,Remember,figshare_exam_questions,en
Name FOUR (4) types of soil in-situ field test and its application.,Remember,figshare_exam_questions,en
Name TWO (2) types of laboratory tests.,Remember,figshare_exam_questions,en
Name a donor atom and acceptor atom for Si.,Remember,figshare_exam_questions,en
Name a major culture collection.,Remember,figshare_exam_questions,en
Name all the characters in the story.,Remember,figshare_exam_questions,en
Name five cities in US.,Remember,figshare_exam_questions,en
Name five types of common dialog boxes.,Remember,figshare_exam_questions,en
Name the THREE types of land application of wastewater.,Remember,figshare_exam_questions,en
"Name the amino acid residues with the single letter code ""EQRNHL"".",Remember,figshare_exam_questions,en
Name the amino acids for the following single letter codes: DMVREL.,Remember,figshare_exam_questions,en
Name the artist who painted the Mona Lisa.,Remember,figshare_exam_questions,en
Name the authors of...?,Remember,figshare_exam_questions,en
Name the enzyme commonly used to detect liver damage or muscle damage in clinical diagnosis.,Remember,figshare_exam_questions,en
Name the following conserved amino acids for their corresponding single letter codes: SQYKRECP.,Remember,figshare_exam_questions,en
Name the following conserved amino acids with their corresponding single letter codes: WMEADK.,Remember,figshare_exam_questions,en
Name the food groups and at least two items of food in each group.,Remember,figshare_exam_questions,en
Name the four major food groups.,Remember,figshare_exam_questions,en
Name the keyword in an ABAP program that can be used to invoke the debugging mode.,Remember,figshare_exam_questions,en
Name the main characters in the story.,Remember,figshare_exam_questions,en
Name the property that states that,Remember,figshare_exam_questions,en
Name three 19th-century women English authors.,Remember,figshare_exam_questions,en
"Nancy intends to include text for her multimedia presentation. As a multimedia specialist, provide TWO (2) guidelines to Nancy when working with text.",Remember,figshare_exam_questions,en
National income can be calculated using three approaches. State the THREE (3) approaches.,Remember,figshare_exam_questions,en
Outline THREE (3) uses of digital audio in the multimedia presentation.,Remember,figshare_exam_questions,en
Please label the diagram below:,Remember,figshare_exam_questions,en
Presenting the business plan is very crucial to convince potential consumers and financers. List any SEVEN (7) suggestions for good presentation of your business plan.,Remember,figshare_exam_questions,en
Provide THREE (3) examples of input devices.,Remember,figshare_exam_questions,en
Provide the suitable commands to help her to compile and run her Java program.,Remember,figshare_exam_questions,en
Provide three (3) situations whereby it will be useful to use reference variables as parameters.,Remember,figshare_exam_questions,en
Recall basic math facts,Remember,figshare_exam_questions,en
Recall four facts from the story,Remember,figshare_exam_questions,en
Recall locations of a historical events,Remember,figshare_exam_questions,en
Recall the definition of the formula datatype from your assignment 2.,Remember,figshare_exam_questions,en
Recall the equation for the Ideal Gas Law.,Remember,figshare_exam_questions,en
Recall the following pictoral example of an implementation of some queue operations,Remember,figshare_exam_questions,en
Recall the main components of the flowchart,Remember,figshare_exam_questions,en
Recite a policy of immigration in Europe .,Remember,figshare_exam_questions,en
"Recite the poem ""Auto Wreck"".",Remember,figshare_exam_questions,en
Recite the principles of the Data Protection Act.,Remember,figshare_exam_questions,en
Recite the the Gaussian law,Remember,figshare_exam_questions,en
Scaffolding is a temporary frame constructed to support a number of platforms at different heights and to provide workers a safe platform from which to work. Name any FOUR (4) types of scaffolding used in construction industry.,Remember,figshare_exam_questions,en
Specify TWO (2) limitations of k-means clustering.,Remember,figshare_exam_questions,en
"Standardized, reusable containers have fairly obvious benefits in shipping and within a plant. State five (5) purpose of these devices.",Remember,figshare_exam_questions,en
State FOUR (4) basic business activities that are performed in the revenue cycle.,Remember,figshare_exam_questions,en
State THREE advantages of pregnancy diagnosis in animal breeding.,Remember,figshare_exam_questions,en
State THREE traits that are associated with invasive plants.,Remember,figshare_exam_questions,en
State TWO (2) advantages of continuous bioreactors over batch bioreactors.,Remember,figshare_exam_questions,en
State TWO (2) subsystems of AIS.,Remember,figshare_exam_questions,en
"State TWO examples for inorganic and organic contaminants, respectively.",Remember,figshare_exam_questions,en
State TWO phenomena that affect the stabilization of colloidal nanoparticles in aqueous medium.,Remember,figshare_exam_questions,en
State any FOUR (4) characteristics of valuable information.,Remember,figshare_exam_questions,en
State four attributes of well engineered software.,Remember,figshare_exam_questions,en
State how to find a word in a dictionary,Remember,figshare_exam_questions,en
State the SIX categories in soil taxonomy.,Remember,figshare_exam_questions,en
State the THREE (3) approaches to calculate national income.,Remember,figshare_exam_questions,en
State the advantages of no tillage.,Remember,figshare_exam_questions,en
State the characteristics of each type of corrosion testing studied,Remember,figshare_exam_questions,en
State the definition of application in Bloom's Taxonomy.,Remember,figshare_exam_questions,en
State the differences between Items Add method and Items Insert Method in Combo Box.,Remember,figshare_exam_questions,en
State the five assumptions of an ideal diode.,Remember,figshare_exam_questions,en
State the formula for the area of a circle,Remember,figshare_exam_questions,en
